"","AMZN","DIS","MCD","AIG","AXP","USB","LLY","MDT","PFE","CAT","EMR","UNP"
"440",0,0,0,-1,-1,-1,1,0,1,0,0,0
"441",0,-1,-1,-1,0,-1,0,0,-1,-1,0,0
"442",0,1,1,1,1,1,-1,0,-1,0,-1,-1
"443",0,0,1,1,1,0,1,0,1,0,1,1
"444",0,1,1,1,1,-1,-1,0,-1,1,1,0
"445",0,0,-1,-1,0,-1,0,0,1,0,-1,-1
"446",0,-1,0,1,1,0,-1,0,1,0,-1,0
"447",0,0,0,1,0,1,1,0,-1,0,1,0
"448",0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1
"449",0,-1,0,-1,0,0,1,-1,0,0,0,1
"450",0,1,-1,-1,-1,-1,0,1,1,0,0,-1
"451",0,0,0,1,1,0,1,1,1,0,1,0
"452",0,0,-1,-1,0,1,0,-1,-1,0,0,1
"453",-1,0,0,0,0,1,1,-1,1,0,0,0
"454",0,1,0,1,1,1,1,1,0,0,0,0
"455",0,-1,1,-1,0,-1,1,-1,-1,0,1,0
"456",0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
"457",0,0,-1,1,-1,0,-1,-1,0,0,-1,0
"458",0,1,0,-1,0,0,-1,0,-1,0,0,1
"459",0,0,0,1,0,0,1,1,1,0,1,0
"460",0,0,1,1,0,0,1,-1,-1,0,1,0
"461",0,0,0,1,0,1,1,0,-1,0,0,0
"462",0,-1,0,1,0,1,1,-1,1,1,1,0
"463",0,-1,0,-1,1,-1,1,0,0,0,-1,0
"464",0,1,-1,-1,1,0,-1,1,0,0,0,0
"465",0,0,0,-1,0,0,-1,0,0,0,-1,0
"466",0,0,0,1,-1,0,0,0,0,0,0,0
"467",0,1,1,1,0,0,1,0,1,1,1,0
"468",1,0,0,1,1,0,-1,0,0,0,0,0
"469",0,1,1,1,1,0,0,1,1,0,0,1
"470",0,1,-1,-1,-1,0,1,0,0,1,0,0
"471",0,1,0,1,1,1,1,-1,1,0,0,0
"472",0,0,-1,-1,-1,-1,1,1,0,0,0,0
"473",0,-1,0,-1,0,0,1,1,1,0,-1,0
"474",0,0,0,1,1,1,-1,0,0,0,0,0
"475",1,1,0,0,1,-1,0,0,1,0,0,0
"476",0,-1,-1,1,-1,0,-1,0,-1,0,0,0
"477",0,-1,0,1,-1,0,-1,1,-1,0,-1,0
"478",0,0,0,1,0,0,1,1,1,0,1,0
"479",0,0,0,-1,0,1,0,1,0,0,1,0
"480",-1,-1,0,-1,-1,0,1,0,1,0,0,-1
"481",1,0,0,1,1,0,-1,-1,-1,0,1,0
"482",0,1,1,1,1,1,0,1,0,1,1,1
"483",0,1,0,-1,1,1,-1,0,-1,0,0,0
"484",0,0,-1,1,-1,0,1,-1,-1,0,0,0
"485",0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0
"486",0,1,-1,1,0,-1,-1,0,-1,0,0,-1
"487",0,0,-1,1,-1,0,-1,0,0,0,0,0
"488",-1,-1,0,-1,-1,-1,1,1,-1,0,-1,0
"489",0,-1,1,1,0,0,1,1,0,0,-1,0
"490",0,0,-1,1,1,0,1,1,1,0,1,1
"491",0,0,0,1,0,1,0,-1,1,1,1,0
"492",0,-1,0,1,1,1,-1,1,1,0,0,0
"493",0,0,-1,-1,-1,0,-1,0,1,-1,-1,0
"494",0,0,0,-1,0,1,-1,1,-1,0,0,0
"495",0,0,0,-1,0,0,1,0,-1,0,0,1
"496",1,0,0,0,0,0,-1,1,0,0,0,0
"497",0,1,1,1,0,1,0,0,-1,0,0,0
"498",0,0,0,1,1,0,1,0,0,0,0,0
"499",0,0,0,-1,0,0,-1,0,-1,-1,0,0
"500",0,1,0,-1,0,-1,0,-1,0,0,0,0
"501",1,1,0,-1,1,0,-1,-1,-1,0,1,1
"502",0,1,0,-1,1,1,0,-1,-1,1,0,1
"503",0,1,0,-1,0,0,-1,-1,1,0,0,0
"504",0,-1,0,-1,-1,0,-1,0,0,-1,0,0
"505",0,-1,-1,1,0,0,0,-1,1,0,0,-1
"506",0,1,0,1,1,1,1,1,1,0,-1,0
"507",0,-1,-1,1,0,-1,-1,1,-1,0,-1,0
"508",-1,-1,-1,-1,-1,0,1,-1,0,0,0,-1
"509",0,0,0,1,1,1,0,0,0,0,0,0
"510",-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1
"511",0,1,1,1,1,1,-1,1,0,1,1,1
"512",0,0,0,-1,0,0,-1,-1,0,0,0,0
"513",1,0,1,-1,0,0,1,1,1,0,0,0
"514",0,1,1,-1,-1,1,0,0,1,0,0,1
"515",1,0,-1,1,0,1,-1,0,-1,0,1,0
"516",0,1,-1,1,0,0,1,-1,0,0,0,0
"517",1,1,1,-1,-1,0,-1,-1,0,0,0,0
"518",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
"519",0,-1,1,-1,1,0,1,1,1,0,1,0
"520",0,-1,0,1,1,1,1,1,1,0,1,1
"521",0,1,-1,-1,-1,-1,0,0,1,0,0,0
"522",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
"523",-1,0,1,-1,1,0,1,1,1,0,-1,0
"524",0,-1,0,1,-1,-1,-1,-1,-1,0,1,-1
"525",0,1,0,1,0,0,-1,-1,-1,-1,-1,-1
"526",1,1,-1,1,1,0,1,0,1,1,0,0
"527",0,1,0,1,0,0,1,0,0,1,1,1
"528",0,-1,0,-1,-1,0,1,1,1,0,0,0
"529",0,1,0,1,1,0,1,-1,0,0,1,-1
"530",0,1,0,1,1,0,0,0,-1,0,0,0
"531",0,-1,0,-1,-1,0,0,0,1,0,0,0
"532",0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
"533",0,1,1,1,1,1,1,-1,1,1,0,0
"534",0,-1,-1,-1,-1,-1,0,0,-1,0,-1,1
"535",0,0,1,-1,0,1,1,-1,1,0,1,0
"536",0,1,0,1,1,1,-1,-1,-1,1,1,0
"537",0,-1,-1,1,0,0,-1,-1,0,0,-1,0
"538",0,1,0,1,1,1,1,1,1,0,0,0
"539",0,-1,0,1,1,0,-1,-1,-1,0,-1,0
"540",1,1,0,-1,1,1,1,-1,1,0,1,1
"541",1,-1,1,1,1,1,1,1,1,1,1,1
"542",0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1
"543",0,0,1,1,1,1,1,0,0,0,1,1
"544",0,-1,-1,-1,-1,-1,0,1,-1,0,0,0
"545",0,0,0,-1,1,1,0,0,0,0,1,-1
"546",0,0,0,-1,1,1,1,0,0,0,0,0
"547",0,0,1,1,-1,-1,1,0,-1,0,-1,0
"548",0,0,-1,0,-1,0,0,0,0,-1,-1,0
"549",-1,0,0,1,0,0,0,1,0,1,0,0
"550",0,1,1,1,1,1,1,1,1,1,1,0
"551",1,0,0,-1,0,0,1,0,-1,0,0,0
"552",0,0,0,-1,1,1,0,0,0,0,0,0
"553",0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0
"554",0,-1,0,-1,-1,0,0,1,0,-1,-1,0
"555",0,0,-1,-1,0,1,0,-1,1,0,0,0
"556",-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1
"557",0,-1,0,1,0,1,0,-1,-1,0,0,0
"558",0,0,1,1,1,-1,-1,1,0,1,-1,1
"559",0,0,0,-1,0,0,0,1,0,0,-1,0
"560",0,0,-1,-1,-1,0,1,-1,1,0,0,-1
"561",0,0,0,1,0,0,1,-1,-1,0,0,-1
"562",0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1
"563",0,0,0,1,1,0,-1,0,-1,0,1,0
"564",0,1,1,1,1,0,-1,0,-1,1,0,0
"565",0,0,0,1,0,0,-1,0,1,0,-1,0
"566",0,0,-1,1,1,0,0,1,1,0,1,0
"567",0,1,0,-1,0,0,1,1,1,1,0,1
"568",0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
"569",0,1,0,1,0,1,-1,1,1,0,-1,1
"570",0,-1,-1,-1,0,-1,1,0,-1,0,0,-1
"571",0,0,0,1,1,1,-1,1,1,-1,1,1
"572",0,0,-1,1,0,1,-1,1,-1,0,0,0
"573",0,0,1,-1,1,0,1,0,1,0,0,-1
"574",0,1,0,-1,1,0,0,0,-1,0,1,0
"575",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"576",0,0,0,-1,0,0,-1,-1,-1,0,0,0
"577",1,0,0,1,0,1,-1,0,-1,0,-1,-1
"578",0,1,0,0,0,0,1,-1,1,0,-1,1
"579",0,-1,0,1,-1,-1,0,-1,-1,0,0,1
"580",0,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1
"581",0,0,0,1,0,1,-1,1,0,1,1,0
"582",0,1,0,1,1,0,1,0,1,0,0,1
"583",0,0,0,1,1,1,1,-1,0,0,0,0
"584",0,-1,1,-1,0,0,-1,0,-1,0,1,0
"585",0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
"586",0,0,0,-1,-1,0,-1,-1,-1,0,1,0
"587",1,1,-1,1,1,1,1,1,1,1,1,1
"588",0,-1,1,-1,-1,0,-1,0,-1,-1,0,0
"589",-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1
"590",0,1,1,1,1,1,0,1,1,0,0,0
"591",1,1,-1,-1,1,1,1,0,1,1,1,0
"592",1,0,0,-1,0,-1,-1,0,-1,1,0,0
"593",0,0,0,1,0,0,0,0,-1,0,-1,0
"594",0,1,0,1,0,0,1,1,1,0,0,0
"595",0,-1,0,-1,-1,0,-1,0,-1,0,-1,0
"596",0,-1,0,-1,-1,0,0,1,-1,0,-1,-1
"597",0,-1,0,1,0,0,0,0,0,0,0,0
"598",0,1,0,1,1,1,1,1,1,0,1,1
"599",0,-1,0,-1,0,-1,-1,-1,-1,0,0,0
"600",0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1
"601",0,-1,0,0,1,0,0,0,1,-1,-1,0
"602",0,0,0,0,0,0,0,0,-1,0,0,-1
"603",0,-1,0,-1,0,0,0,-1,0,0,1,1
"604",0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
"605",0,0,0,0,-1,0,-1,0,1,-1,0,0
"606",0,0,1,1,1,0,1,1,1,0,0,1
"607",0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
"608",0,0,0,1,-1,1,0,0,1,0,0,0
"609",-1,1,1,-1,0,0,0,0,1,0,0,0
"610",0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
"611",0,-1,0,1,-1,1,-1,-1,1,0,-1,0
"612",0,0,0,-1,-1,-1,1,-1,1,0,0,0
"613",0,0,-1,1,0,1,1,-1,0,0,-1,0
"614",1,1,1,1,1,1,1,1,1,0,1,0
"615",0,1,0,1,1,0,0,1,0,1,1,0
"616",0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
"617",0,-1,-1,-1,-1,0,-1,-1,1,0,-1,0
"618",0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0
"619",0,0,0,1,0,0,-1,-1,1,0,0,0
"620",-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
"621",0,0,0,-1,-1,0,1,-1,1,0,1,0
"622",0,0,0,1,1,1,1,1,1,0,0,0
"623",0,0,0,1,-1,1,-1,-1,-1,0,-1,1
"624",-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1
"625",0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1
"626",1,1,0,1,-1,-1,-1,-1,-1,-1,0,0
"627",1,1,1,1,1,1,1,1,1,1,1,0
"628",0,-1,0,0,0,0,0,-1,0,0,-1,0
"629",0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
"630",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"631",0,1,-1,1,0,0,1,1,1,0,0,-1
"632",0,0,0,0,0,-1,1,1,-1,0,0,-1
"633",0,-1,-1,-1,-1,0,1,-1,-1,0,0,0
"634",0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0
"635",0,1,-1,-1,0,1,-1,1,1,0,1,1
"636",0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
"637",0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"638",0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1
"639",-1,-1,1,-1,0,0,0,-1,0,0,0,-1
"640",0,1,0,1,1,0,1,1,1,1,1,0
"641",-1,0,-1,-1,0,0,1,1,0,0,0,1
"642",0,-1,1,1,0,1,1,0,1,0,0,0
"643",1,1,1,1,1,1,1,1,1,1,1,1
"644",0,0,0,0,0,0,1,1,1,0,1,0
"645",0,0,0,1,1,1,0,1,1,0,0,0
"646",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"647",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"648",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
"649",1,0,-1,1,1,1,1,0,1,1,0,1
"650",0,-1,1,1,1,0,1,1,1,0,1,1
"651",0,1,-1,1,1,1,1,1,1,1,1,1
"652",0,0,0,1,1,0,0,1,-1,0,0,0
"653",0,-1,0,-1,-1,-1,1,-1,1,0,0,0
"654",0,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1
"655",0,1,0,1,1,1,1,1,1,0,1,1
"656",0,1,1,1,1,0,-1,1,1,0,0,-1
"657",0,1,-1,0,-1,0,-1,-1,-1,0,0,0
"658",0,1,1,1,1,1,1,1,1,1,1,1
"659",0,0,0,-1,-1,-1,-1,1,-1,0,0,0
"660",0,1,0,-1,1,0,1,-1,1,0,1,1
"661",0,1,0,1,1,0,1,1,1,0,0,0
"662",0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
"663",0,0,0,1,1,0,0,1,0,0,0,0
"664",0,-1,0,-1,-1,-1,-1,-1,-1,0,1,-1
"665",0,-1,0,-1,-1,-1,-1,-1,0,0,0,-1
"666",0,1,0,1,0,0,-1,-1,-1,-1,0,-1
"667",0,0,0,1,0,0,1,1,1,0,0,0
"668",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"669",0,1,-1,1,1,1,1,1,1,0,0,0
"670",0,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1
"671",1,1,-1,1,1,1,0,1,-1,0,0,0
"672",1,1,0,1,0,0,1,1,0,0,1,0
"673",0,1,0,0,0,-1,0,1,1,0,0,0
"674",0,0,0,0,0,0,0,0,0,0,0,0
"675",0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1
"676",0,0,0,-1,0,0,0,0,0,-1,-1,0
"677",0,1,1,1,1,-1,1,1,1,0,0,0
"678",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"679",0,0,-1,1,-1,0,-1,1,0,0,0,0
"680",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
"681",-1,1,0,-1,0,0,1,1,-1,0,0,1
"682",0,0,0,-1,-1,-1,-1,0,0,0,0,0
"683",0,-1,0,-1,0,-1,0,-1,-1,0,0,-1
"684",0,1,0,1,1,1,1,1,1,1,1,0
"685",1,1,0,1,1,1,1,0,1,0,1,1
"686",0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1
"687",-1,0,-1,-1,0,0,0,1,1,0,-1,-1
"688",1,1,1,1,1,1,1,1,1,1,1,1
"689",0,1,0,-1,-1,0,0,0,-1,0,-1,-1
"690",0,0,-1,-1,-1,-1,-1,0,-1,0,0,1
"691",0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
"692",0,-1,0,-1,-1,-1,1,0,-1,0,-1,-1
"693",0,1,0,1,1,1,1,1,1,0,0,1
"694",0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"695",1,1,1,1,1,1,1,1,1,1,1,1
"696",0,1,1,1,1,1,1,-1,0,1,1,1
"697",0,0,0,-1,0,0,0,0,1,0,0,-1
"698",0,1,0,1,1,1,1,-1,1,1,1,1
"699",0,-1,-1,-1,-1,1,0,1,0,0,-1,-1
"700",0,1,0,1,1,1,-1,1,1,1,1,0
"701",0,0,-1,-1,0,0,0,-1,1,0,0,0
"702",0,1,1,1,1,0,0,1,-1,1,1,1
"703",0,-1,1,-1,0,0,0,0,-1,-1,-1,-1
"704",0,1,0,-1,-1,1,-1,0,-1,0,0,0
"705",0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1
"706",0,1,0,1,1,0,1,1,1,0,0,0
"707",0,-1,0,-1,1,0,0,-1,-1,-1,-1,0
"708",0,-1,0,1,1,-1,0,0,-1,0,0,0
"709",0,0,0,-1,1,1,0,0,1,0,0,0
"710",0,0,0,-1,0,0,-1,0,-1,0,0,-1
"711",0,1,0,-1,0,1,1,1,1,1,0,1
"712",-1,1,0,1,1,-1,1,0,0,0,1,0
"713",0,1,1,1,-1,0,0,1,1,0,1,0
"714",0,0,0,1,0,0,1,1,1,0,0,1
"715",0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1
"716",0,-1,-1,1,0,-1,1,0,1,0,0,0
"717",0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1
"718",0,0,0,1,0,1,-1,1,1,1,1,0
"719",0,1,0,-1,0,0,-1,0,-1,0,1,-1
"720",0,0,0,1,1,1,1,0,1,1,1,0
"721",1,1,0,1,1,1,-1,0,0,0,0,0
"722",0,0,1,-1,-1,-1,-1,-1,0,0,0,-1
"723",-1,0,0,1,1,0,1,1,0,0,0,0
"724",1,1,0,1,1,1,1,1,0,1,0,0
"725",0,1,1,-1,1,0,1,1,0,1,0,0
"726",0,0,0,-1,0,0,1,0,-1,0,0,-1
"727",0,0,-1,-1,0,0,1,0,-1,0,0,0
"728",-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0
"729",0,1,0,1,1,1,1,0,0,1,1,1
"730",0,0,0,1,0,-1,-1,-1,0,0,0,0
"731",0,-1,0,-1,0,0,1,-1,-1,0,1,1
"732",0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
"733",0,-1,0,-1,0,0,0,1,-1,0,0,0
"734",-1,0,1,-1,-1,-1,-1,-1,-1,0,0,0
"735",0,-1,-1,-1,0,0,-1,0,1,0,0,1
"736",-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0
"737",0,0,0,1,0,1,1,0,1,0,0,0
"738",0,0,0,1,0,0,0,0,0,0,0,0
"739",0,0,0,-1,0,0,-1,-1,-1,0,-1,-1
"740",0,-1,0,-1,-1,-1,0,-1,-1,0,-1,0
"741",0,1,0,1,1,1,0,1,1,1,1,1
"742",0,0,-1,-1,0,0,-1,0,-1,0,0,0
"743",0,-1,0,-1,-1,-1,-1,1,-1,0,0,0
"744",0,-1,-1,-1,0,0,0,-1,0,0,0,0
"745",0,0,0,1,1,1,1,1,1,1,0,0
"746",0,0,0,1,0,0,1,0,1,0,-1,-1
"747",0,0,0,-1,-1,0,0,0,1,0,0,0
"748",-1,0,0,-1,0,0,-1,-1,-1,0,0,0
"749",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0
"750",0,0,0,1,0,1,1,0,1,0,0,0
"751",0,0,0,1,0,0,-1,0,-1,0,0,0
"752",0,1,1,1,1,0,1,1,1,1,1,1
"753",1,0,-1,-1,0,0,1,0,1,0,0,0
"754",0,1,1,1,1,1,1,1,1,0,0,1
"755",0,0,0,-1,-1,0,-1,-1,-1,0,0,0
"756",0,-1,0,-1,0,0,1,0,-1,-1,-1,-1
"757",0,1,0,1,1,1,0,1,1,0,0,0
"758",0,0,1,-1,0,1,0,0,-1,0,0,0
"759",0,0,0,1,0,0,-1,0,0,0,0,0
"760",0,0,-1,1,0,1,1,1,0,0,0,0
"761",0,-1,0,-1,-1,-1,0,-1,-1,0,0,0
"762",0,0,-1,-1,0,-1,0,0,-1,0,0,0
"763",0,0,-1,-1,-1,0,-1,-1,0,0,0,0
"764",0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0
"765",0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1
"766",0,1,-1,1,0,-1,-1,1,1,0,1,0
"767",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"768",0,-1,0,-1,0,-1,-1,-1,-1,0,0,-1
"769",0,0,0,1,1,0,1,0,0,0,0,0
"770",0,0,-1,-1,0,0,0,0,1,0,0,0
"771",0,-1,0,-1,-1,0,-1,0,-1,-1,-1,0
"772",0,1,0,1,1,1,1,1,1,0,1,1
"773",0,0,0,1,0,0,1,-1,0,0,0,0
"774",0,-1,0,-1,-1,0,-1,-1,-1,0,0,0
"775",0,0,0,-1,0,-1,-1,1,0,0,0,0
"776",0,0,-1,-1,-1,0,1,0,0,0,-1,0
"777",0,-1,0,-1,0,-1,-1,0,-1,0,0,0
"778",0,0,0,1,0,1,0,1,1,0,0,0
"779",0,0,0,1,0,-1,0,0,-1,0,0,0
"780",0,0,0,-1,-1,0,-1,1,-1,0,0,0
"781",-1,0,0,1,0,0,-1,-1,0,0,0,0
"782",0,1,0,1,1,0,-1,1,0,1,0,0
"783",1,1,0,1,1,1,1,1,1,1,1,1
"784",0,-1,0,-1,0,0,0,0,-1,1,0,0
"785",0,0,0,-1,-1,0,-1,0,-1,0,0,0
"786",0,0,0,1,0,1,1,0,1,0,1,1
"787",0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
"788",0,0,0,1,0,0,-1,1,0,0,0,0
"789",0,0,-1,-1,0,-1,0,0,0,0,0,0
"790",0,0,1,1,0,1,1,0,1,0,0,0
"791",0,1,1,-1,1,0,0,0,1,0,0,0
"792",0,-1,-1,-1,-1,0,0,-1,-1,0,0,0
"793",0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1
"794",0,0,0,1,0,0,1,1,1,0,0,0
"795",0,-1,0,-1,-1,-1,-1,0,0,-1,-1,0
"796",0,0,0,1,1,1,1,-1,1,1,1,1
"797",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"798",0,0,0,-1,0,-1,-1,0,-1,0,-1,0
"799",0,0,0,1,0,-1,0,0,0,0,0,0
"800",1,1,1,1,1,1,1,1,0,1,1,1
"801",0,0,1,1,0,0,-1,1,-1,0,0,0
"802",1,1,0,1,1,1,1,1,1,1,1,1
"803",0,-1,1,-1,0,0,1,0,1,0,0,0
"804",0,1,0,1,0,1,1,0,1,0,0,0
"805",1,0,0,1,0,0,0,0,0,0,0,1
"806",0,1,0,1,1,1,1,1,1,1,1,1
"807",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"808",0,0,0,-1,-1,1,1,1,1,0,0,0
"809",0,0,0,-1,0,-1,0,-1,-1,0,0,0
"810",0,0,0,-1,-1,-1,0,0,0,0,0,0
"811",0,0,0,-1,0,0,0,0,0,0,-1,0
"812",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"813",0,0,-1,1,0,1,1,1,1,0,1,0
"814",0,1,0,1,1,1,1,1,1,1,1,1
"815",0,-1,0,-1,0,-1,1,0,0,0,0,-1
"816",0,0,1,1,1,0,1,0,1,0,0,0
"817",0,1,1,1,0,0,-1,0,-1,0,0,1
"818",0,-1,0,-1,-1,0,0,1,0,0,0,0
"819",-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0
"820",0,0,0,0,0,1,0,1,0,1,0,0
"821",0,1,0,-1,0,1,-1,0,-1,0,0,0
"822",0,1,0,1,1,1,1,1,1,0,1,1
"823",0,0,0,1,1,1,-1,0,0,-1,0,0
"824",0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0
"825",0,1,0,1,1,1,0,1,0,0,1,0
"826",0,0,0,1,-1,0,1,0,1,0,0,0
"827",0,1,0,1,1,1,1,1,1,1,1,1
"828",0,1,0,1,0,1,1,0,-1,0,0,-1
"829",0,-1,0,-1,-1,-1,1,1,0,0,0,0
"830",1,-1,0,-1,0,0,-1,0,-1,0,-1,0
"831",0,0,1,1,1,0,1,1,1,0,1,0
"832",0,0,0,-1,0,0,1,0,0,0,0,0
"833",0,1,0,1,0,0,-1,-1,0,0,0,0
"834",0,0,0,-1,0,1,0,0,1,0,0,0
"835",0,0,1,1,1,1,0,1,1,0,1,0
"836",0,-1,0,-1,0,-1,0,-1,1,0,0,0
"837",1,0,1,-1,1,0,0,0,0,1,1,0
"838",0,0,-1,-1,0,0,0,-1,0,0,-1,0
"839",0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0
"840",0,1,0,1,1,0,0,0,1,1,1,0
"841",0,1,1,1,1,1,0,1,1,1,0,0
"842",1,-1,0,-1,0,0,0,-1,0,-1,0,0
"843",0,0,0,1,0,0,0,0,0,0,-1,0
"844",0,0,0,1,1,1,0,1,1,0,0,0
"845",0,0,0,1,0,1,-1,0,0,0,0,0
"846",-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1
"847",0,0,-1,-1,0,0,-1,-1,-1,0,0,0
"848",0,0,0,0,0,0,0,1,1,0,0,0
"849",1,0,0,1,0,0,-1,0,1,0,1,0
"850",0,0,0,-1,0,1,0,0,-1,0,0,0
"851",1,1,0,1,1,1,1,1,0,1,1,0
"852",0,1,1,1,1,0,-1,-1,-1,0,0,0
"853",0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
"854",0,1,1,1,1,1,1,1,-1,1,1,1
"855",0,1,0,1,1,0,-1,-1,0,0,0,0
"856",0,-1,0,-1,0,0,1,1,1,0,1,0
"857",0,1,0,1,1,1,1,1,1,0,0,0
"858",0,0,0,1,0,0,1,1,1,0,0,0
"859",-1,1,1,-1,0,1,-1,0,1,0,0,0
"860",0,-1,0,-1,-1,-1,-1,-1,0,0,-1,0
"861",0,1,1,1,0,0,0,1,0,0,0,0
"862",0,0,0,1,1,1,1,1,0,1,0,0
"863",0,0,0,-1,0,0,1,0,1,0,0,0
"864",-1,-1,0,-1,0,0,1,-1,-1,0,-1,-1
"865",1,1,1,1,1,1,1,1,1,1,1,1
"866",0,1,0,-1,-1,0,1,0,1,0,0,-1
"867",0,-1,0,-1,0,0,-1,-1,0,0,0,0
"868",0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0
"869",0,0,1,-1,0,0,1,0,0,0,0,0
"870",0,-1,0,-1,-1,-1,-1,-1,0,0,-1,0
"871",0,0,0,-1,0,1,1,0,0,0,0,0
"872",0,-1,-1,-1,0,0,-1,0,0,0,0,-1
"873",1,0,0,1,0,1,1,1,1,0,0,1
"874",0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0
"875",0,1,-1,-1,-1,0,1,0,-1,0,0,0
"876",1,0,0,1,0,0,1,0,1,-1,0,0
"877",0,1,1,1,0,0,0,0,0,0,1,0
"878",0,0,0,-1,0,-1,0,0,-1,0,0,0
"879",1,1,0,1,1,1,1,0,0,0,1,1
"880",1,0,0,1,1,0,-1,0,0,0,0,0
"881",0,1,0,-1,-1,0,-1,-1,0,0,0,-1
"882",-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0
"883",0,0,0,1,1,0,0,1,1,1,1,0
"884",1,1,-1,1,1,1,0,-1,-1,0,0,0
"885",-1,0,-1,1,0,-1,-1,0,0,0,0,0
"886",0,-1,0,1,0,0,0,-1,-1,0,-1,0
"887",-1,0,-1,0,-1,-1,1,0,-1,1,0,-1
"888",-1,0,1,1,1,1,0,1,1,1,0,0
"889",0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0
"890",0,1,0,1,0,1,0,1,0,-1,0,0
"891",1,0,0,-1,0,0,0,1,1,0,0,0
"892",1,0,0,1,0,-1,1,0,-1,-1,0,1
"893",0,1,1,1,1,1,1,1,1,1,1,0
"894",0,1,0,0,-1,-1,-1,0,-1,0,0,-1
"895",0,0,1,-1,0,0,-1,1,-1,0,0,0
"896",0,-1,0,1,-1,0,1,-1,1,1,0,0
"897",1,0,1,1,0,0,-1,1,0,1,1,0
"898",-1,1,0,-1,-1,-1,-1,1,-1,0,0,0
