"","AMZN","DIS","MCD","AIG","AXP","USB","LLY","MDT","PFE","CAT","EMR","UNP"
"899",0,-1,-1,-1,0,0,1,1,1,0,0,0
"900",-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
"901",0,0,0,1,1,1,-1,0,0,0,0,0
"902",0,0,0,-1,1,0,1,0,1,1,0,0
"903",0,0,1,1,0,0,-1,0,0,1,0,0
"904",0,0,0,1,0,0,0,0,0,0,0,0
"905",1,1,0,1,1,1,0,1,0,1,1,0
"906",0,0,-1,-1,0,-1,0,-1,-1,0,0,0
"907",0,0,0,1,1,0,-1,1,-1,0,0,0
"908",0,0,0,-1,0,0,0,-1,1,0,1,0
"909",1,0,0,1,0,0,0,1,0,1,0,0
"910",0,0,0,1,0,0,-1,0,-1,0,1,0
"911",0,0,0,-1,0,0,0,-1,-1,0,0,0
"912",1,-1,-1,-1,0,0,1,0,-1,1,0,0
"913",0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"914",0,0,0,0,0,0,1,0,1,-1,0,0
"915",0,-1,0,1,-1,0,1,-1,0,0,0,0
"916",0,0,0,-1,0,0,1,0,0,0,0,0
"917",0,-1,0,0,1,0,1,-1,0,0,0,1
"918",0,0,0,1,0,0,1,0,0,1,1,0
"919",1,1,0,-1,1,0,0,0,1,0,1,0
"920",-1,1,0,1,0,0,-1,0,1,0,-1,0
"921",1,0,1,-1,0,0,-1,0,-1,0,0,0
"922",-1,-1,0,-1,0,0,0,-1,0,-1,0,0
"923",0,0,0,1,1,0,1,0,1,0,0,0
"924",0,0,0,1,0,0,0,1,1,-1,0,0
"925",0,-1,-1,1,-1,-1,1,-1,0,0,-1,0
"926",-1,0,1,-1,0,0,-1,1,0,-1,0,0
"927",0,-1,0,-1,-1,0,1,0,0,0,0,0
"928",0,0,0,-1,0,0,-1,1,0,0,0,0
"929",0,1,0,1,1,1,0,1,0,0,1,0
"930",0,0,0,-1,0,0,0,-1,0,0,0,0
"931",1,0,0,1,1,1,0,0,0,1,0,1
"932",0,0,0,-1,0,0,-1,-1,-1,0,0,0
"933",0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
"934",1,0,0,1,0,1,1,0,1,0,0,0
"935",-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1
"936",0,1,-1,0,0,0,-1,0,-1,-1,0,-1
"937",-1,0,0,-1,-1,0,-1,-1,0,0,0,0
"938",1,0,0,1,1,1,0,0,1,0,0,0
"939",-1,0,0,-1,-1,-1,1,0,-1,0,-1,0
"940",0,1,1,1,1,1,1,1,1,1,0,0
"941",1,0,0,1,0,-1,1,1,1,1,0,0
"942",1,1,0,1,0,0,0,-1,-1,0,0,0
"943",1,0,0,1,0,0,0,-1,0,0,0,0
"944",0,1,1,1,0,0,-1,1,0,0,0,0
"945",0,0,-1,-1,0,0,-1,0,0,0,1,0
"946",1,1,0,0,1,1,0,0,1,0,0,0
"947",0,0,0,-1,0,0,0,-1,-1,0,0,0
"948",0,0,0,1,1,0,0,-1,0,1,0,0
"949",1,1,0,1,1,1,0,1,1,0,0,0
"950",-1,0,-1,0,-1,0,-1,1,-1,1,0,0
"951",1,0,0,-1,0,0,0,0,1,-1,-1,0
"952",0,-1,0,-1,-1,-1,-1,0,-1,0,-1,1
"953",0,0,0,1,0,0,0,0,1,0,1,0
"954",0,0,-1,-1,1,1,1,0,1,-1,0,-1
"955",-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
"956",0,0,0,1,1,1,1,1,1,0,0,1
"957",0,0,0,-1,0,0,1,0,0,0,0,0
"958",0,1,0,-1,-1,1,0,0,0,0,0,0
"959",1,1,0,1,1,1,1,1,1,1,1,1
"960",0,0,0,1,0,1,-1,0,-1,0,0,0
"961",-1,0,0,-1,-1,0,1,-1,-1,0,1,1
"962",-1,0,0,1,0,-1,0,0,1,0,0,0
"963",1,0,1,1,0,-1,0,-1,0,0,1,1
"964",0,0,1,-1,0,0,-1,-1,0,0,1,0
"965",0,0,0,-1,0,0,1,-1,0,0,0,0
"966",-1,1,0,-1,0,1,0,0,1,0,0,1
"967",0,0,0,-1,-1,0,-1,-1,0,-1,0,0
"968",-1,0,0,1,-1,0,0,0,-1,0,0,0
"969",0,0,0,1,-1,1,-1,1,1,0,0,0
"970",1,0,1,0,1,0,1,1,1,1,1,0
"971",0,0,0,-1,0,0,1,1,1,0,0,0
"972",-1,0,-1,-1,-1,0,1,-1,1,-1,0,0
"973",-1,0,-1,0,-1,-1,-1,0,0,0,0,0
"974",-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0
"975",1,0,0,1,0,0,1,1,1,1,0,0
"976",0,0,0,-1,-1,0,-1,-1,-1,0,0,0
"977",0,0,0,-1,1,0,-1,-1,-1,0,0,0
"978",1,0,1,1,0,1,1,1,1,0,1,0
"979",1,0,0,-1,0,0,0,0,0,1,1,0
"980",0,0,-1,1,0,0,-1,1,0,0,0,0
"981",1,0,0,-1,0,0,-1,0,-1,0,0,0
"982",0,0,1,1,0,0,1,1,1,0,1,1
"983",0,-1,0,-1,0,0,-1,0,0,-1,0,0
"984",-1,-1,0,-1,0,0,-1,0,0,0,1,0
"985",0,1,0,1,0,0,0,1,1,0,0,0
"986",0,-1,-1,-1,-1,0,0,0,0,1,0,0
"987",0,0,-1,1,1,1,1,1,1,0,0,0
"988",-1,1,0,1,-1,-1,1,0,0,0,0,0
"989",0,1,0,-1,-1,0,0,0,-1,0,0,0
"990",1,0,0,1,0,0,1,1,1,1,0,0
"991",0,0,0,1,0,0,0,0,-1,0,0,0
"992",0,0,-1,1,0,-1,-1,-1,0,0,0,0
"993",-1,0,-1,1,0,1,1,0,0,1,1,0
"994",-1,0,-1,-1,0,1,-1,1,-1,0,-1,0
"995",1,0,0,1,1,1,1,1,0,1,1,0
"996",0,0,-1,-1,0,0,1,0,0,1,0,0
"997",0,0,1,1,0,0,-1,-1,0,-1,0,0
"998",1,0,0,1,0,1,-1,0,1,0,0,0
"999",0,0,-1,-1,0,0,0,0,0,0,0,0
"1000",0,0,0,-1,0,0,0,0,0,0,0,0
"1001",0,0,1,1,1,1,1,1,1,0,1,0
"1002",0,0,0,1,0,0,-1,0,0,0,0,0
"1003",0,0,0,1,0,0,-1,-1,1,-1,0,0
"1004",0,1,0,1,-1,-1,1,0,1,0,0,0
"1005",1,1,0,1,0,-1,-1,0,1,1,1,0
"1006",0,0,0,-1,0,-1,0,0,0,-1,0,-1
"1007",-1,1,0,1,0,0,0,-1,1,-1,0,-1
"1008",-1,1,0,1,0,0,-1,0,-1,0,0,0
"1009",1,0,-1,0,0,-1,-1,0,-1,-1,-1,0
"1010",1,0,0,1,0,0,1,1,-1,1,0,0
"1011",1,0,-1,-1,0,-1,0,-1,-1,0,0,0
"1012",1,0,1,1,1,0,1,1,0,1,1,0
"1013",0,0,0,0,1,1,0,-1,-1,0,1,0
"1014",0,0,0,1,0,0,1,0,0,0,1,0
"1015",1,-1,0,-1,0,-1,0,0,-1,-1,-1,0
"1016",0,0,0,1,0,-1,1,0,1,1,0,0
"1017",1,0,0,-1,0,0,0,-1,1,0,-1,0
"1018",0,-1,0,-1,0,0,-1,-1,0,0,-1,-1
"1019",0,1,0,1,1,0,-1,1,1,0,0,0
"1020",-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0
"1021",-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"1022",-1,1,1,1,1,0,1,1,1,-1,0,0
"1023",1,-1,0,1,1,0,0,-1,0,0,0,0
"1024",-1,0,0,1,1,1,1,1,1,0,-1,0
"1025",-1,-1,0,-1,0,-1,0,1,1,0,-1,0
"1026",0,0,0,-1,0,0,1,1,1,-1,0,0
"1027",0,0,0,1,0,-1,1,-1,0,0,1,0
"1028",0,0,1,1,1,1,1,1,1,1,1,0
"1029",0,1,0,-1,0,0,0,-1,-1,0,-1,0
"1030",0,1,0,1,0,0,1,-1,0,-1,0,0
"1031",1,1,0,1,1,0,1,1,1,1,1,0
"1032",0,1,-1,1,0,-1,-1,0,-1,0,-1,0
"1033",0,-1,0,-1,0,-1,0,-1,-1,-1,0,0
"1034",-1,0,1,1,0,1,-1,1,1,1,0,-1
"1035",0,0,0,-1,0,-1,-1,0,-1,0,0,0
"1036",0,0,0,-1,0,0,0,0,0,0,0,0
"1037",0,-1,0,1,0,1,0,0,0,-1,0,0
"1038",-1,0,1,1,0,0,-1,0,-1,0,-1,0
"1039",-1,-1,0,-1,0,0,0,-1,0,0,-1,0
"1040",0,1,0,1,0,1,1,0,0,0,1,0
"1041",0,1,1,0,0,1,1,0,0,0,0,0
"1042",0,0,0,-1,0,0,0,0,-1,-1,0,0
"1043",0,1,0,1,0,0,-1,0,1,1,1,-1
"1044",-1,0,0,-1,0,0,-1,0,-1,0,-1,0
"1045",1,0,1,1,0,0,1,1,1,0,0,0
"1046",1,0,0,1,0,0,0,0,1,0,0,-1
"1047",0,-1,1,-1,-1,1,0,1,-1,0,1,0
"1048",0,0,-1,-1,0,-1,-1,1,1,0,0,0
"1049",-1,0,-1,-1,0,0,-1,-1,-1,0,0,0
"1050",-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0
"1051",0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0
"1052",1,1,0,1,1,1,1,1,0,1,1,1
"1053",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
"1054",1,0,0,1,0,1,1,-1,1,1,0,0
"1055",0,1,0,1,0,1,-1,0,-1,1,1,0
"1056",0,0,-1,1,1,0,0,-1,-1,0,-1,0
"1057",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1058",-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0
"1059",0,0,-1,-1,0,1,-1,0,1,0,0,0
"1060",0,-1,0,-1,0,-1,-1,0,0,0,0,0
"1061",1,0,1,1,0,1,-1,1,0,0,1,0
"1062",0,0,-1,-1,0,0,-1,0,0,0,-1,0
"1063",1,0,1,1,1,1,1,0,1,1,1,0
"1064",1,0,0,1,1,0,0,0,0,0,0,0
"1065",0,0,0,-1,0,0,1,1,0,-1,-1,0
"1066",1,1,0,1,0,0,1,0,1,0,0,0
"1067",1,1,0,1,0,-1,1,0,1,1,1,0
"1068",1,1,1,1,0,0,1,1,0,1,1,-1
"1069",0,0,-1,-1,0,0,0,0,-1,0,0,0
"1070",0,-1,0,1,0,0,1,0,0,0,-1,0
"1071",1,0,0,0,0,0,-1,1,0,0,0,-1
"1072",0,-1,0,1,0,0,0,1,0,1,1,0
"1073",-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0
"1074",0,0,-1,-1,-1,-1,1,1,1,-1,0,0
"1075",0,-1,0,-1,0,0,1,0,1,0,0,0
"1076",-1,0,1,1,1,1,-1,1,1,1,1,0
"1077",1,0,-1,-1,0,-1,1,0,0,-1,0,0
"1078",-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,0
"1079",0,0,1,1,0,0,1,1,0,1,0,0
"1080",1,0,1,1,1,1,1,-1,-1,1,1,1
"1081",-1,0,0,1,-1,0,-1,-1,0,-1,0,0
"1082",1,-1,0,-1,0,0,0,0,0,-1,0,0
"1083",0,0,0,-1,0,0,1,1,0,0,0,0
"1084",-1,0,1,-1,-1,-1,0,-1,-1,-1,-1,0
"1085",-1,0,-1,1,0,0,0,1,-1,-1,-1,0
"1086",-1,-1,0,-1,0,0,1,0,0,0,0,0
"1087",0,0,1,1,0,0,1,1,1,1,0,0
"1088",0,0,0,-1,0,1,1,-1,1,0,-1,0
"1089",0,0,0,-1,0,1,0,1,0,0,0,0
"1090",-1,0,-1,-1,0,-1,1,0,0,-1,0,0
"1091",-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1
"1092",0,-1,0,-1,0,-1,-1,0,-1,-1,0,0
"1093",1,1,0,1,0,1,-1,0,0,0,0,0
"1094",0,0,-1,1,0,1,0,0,0,1,0,0
"1095",0,1,0,-1,0,1,-1,1,-1,0,-1,0
"1096",0,0,0,-1,0,0,1,-1,0,1,0,0
"1097",-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1
"1098",0,0,0,0,0,1,0,0,0,0,1,0
"1099",0,0,0,1,0,0,-1,0,-1,0,0,0
"1100",0,0,-1,1,1,0,1,-1,-1,-1,0,0
"1101",0,-1,0,1,0,1,0,-1,0,0,1,0
"1102",0,1,0,-1,0,1,-1,-1,-1,0,0,0
"1103",1,1,0,1,1,1,1,0,1,0,1,0
"1104",1,0,0,1,0,1,1,-1,0,0,0,0
"1105",1,0,1,1,1,0,1,1,1,0,0,0
"1106",1,0,0,1,0,0,0,-1,0,0,0,0
"1107",1,1,0,-1,0,0,1,1,0,0,0,0
"1108",0,1,0,1,0,1,0,1,1,0,0,0
"1109",-1,-1,0,-1,0,-1,0,0,-1,-1,0,0
"1110",1,0,0,1,0,0,1,0,0,0,1,0
"1111",0,1,0,1,1,0,1,1,1,1,0,1
"1112",0,0,0,-1,0,0,0,1,0,0,0,0
"1113",-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1114",0,0,1,-1,0,0,0,-1,0,0,0,0
"1115",0,0,0,-1,0,-1,-1,0,-1,0,0,-1
"1116",0,0,-1,-1,0,1,0,0,0,0,0,0
"1117",0,0,0,1,0,0,1,0,0,-1,0,0
"1118",-1,0,0,-1,0,0,0,0,0,0,-1,0
"1119",0,0,0,-1,1,1,0,0,0,0,-1,0
"1120",0,0,0,-1,-1,0,-1,0,-1,0,1,0
"1121",-1,0,0,1,0,1,0,-1,-1,1,0,0
"1122",1,-1,0,-1,0,0,0,0,0,1,1,0
"1123",0,1,0,-1,-1,0,-1,0,0,1,0,0
"1124",0,0,0,1,0,-1,-1,-1,-1,-1,0,0
"1125",1,0,-1,-1,-1,1,0,0,1,0,0,0
"1126",0,0,0,-1,0,-1,-1,1,1,1,1,0
"1127",0,0,-1,-1,0,0,0,0,0,0,0,0
"1128",-1,0,0,1,0,0,-1,1,-1,-1,-1,0
"1129",0,0,0,1,0,1,1,0,0,-1,0,0
"1130",-1,-1,0,-1,-1,-1,-1,0,0,0,0,0
"1131",0,0,0,-1,0,0,-1,-1,0,0,0,0
"1132",-1,-1,0,-1,-1,0,0,-1,1,-1,-1,0
"1133",-1,0,0,-1,0,0,-1,1,0,0,1,0
"1134",0,0,0,1,0,1,1,0,-1,1,0,0
"1135",0,0,0,-1,0,1,0,0,1,1,-1,0
"1136",0,0,1,-1,0,0,-1,1,0,0,0,0
"1137",-1,-1,0,-1,0,-1,-1,0,-1,0,0,0
"1138",-1,-1,0,-1,0,-1,-1,1,-1,-1,0,0
"1139",-1,0,0,-1,0,0,-1,0,-1,0,-1,0
"1140",1,1,0,0,1,0,-1,0,1,0,0,0
"1141",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0
"1142",1,-1,0,-1,0,0,-1,-1,1,-1,-1,0
"1143",-1,-1,-1,1,0,0,-1,0,-1,0,0,0
"1144",-1,0,0,1,1,0,-1,0,-1,0,0,0
"1145",0,0,1,1,1,1,1,1,1,0,1,0
"1146",-1,0,0,1,0,0,1,0,-1,1,0,0
"1147",0,0,0,-1,0,1,0,0,1,0,1,0
"1148",0,0,0,1,0,-1,0,0,0,0,0,0
"1149",0,0,0,0,0,0,0,1,1,0,0,0
"1150",0,-1,0,1,0,0,0,0,1,-1,1,0
"1151",0,-1,0,-1,0,1,1,1,0,0,0,0
"1152",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"1153",0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1
"1154",0,0,0,1,0,0,-1,-1,0,0,0,0
"1155",1,1,1,1,1,1,1,0,1,1,1,0
"1156",0,-1,-1,-1,0,0,1,1,1,0,0,0
"1157",0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
"1158",0,-1,0,-1,0,1,-1,0,-1,0,0,0
"1159",1,1,0,1,0,0,1,1,1,1,1,0
"1160",0,1,1,1,0,0,0,0,0,0,0,0
"1161",1,0,0,1,0,0,1,0,1,0,1,0
"1162",0,0,0,-1,0,-1,0,0,-1,-1,-1,0
"1163",1,0,1,1,0,0,0,0,1,0,0,0
"1164",0,-1,-1,-1,0,0,0,0,0,0,0,0
"1165",0,0,0,1,0,0,0,1,0,1,0,0
"1166",1,0,0,1,0,0,0,1,1,0,0,0
"1167",0,0,0,-1,0,1,-1,0,1,0,0,0
"1168",0,0,0,1,0,0,1,-1,1,0,0,0
"1169",-1,-1,0,0,0,0,-1,-1,-1,-1,0,0
"1170",0,0,0,1,0,1,0,0,1,0,0,0
"1171",0,0,0,-1,0,0,1,0,-1,0,0,0
"1172",1,0,0,1,0,0,1,1,1,0,0,0
"1173",0,0,0,-1,0,0,0,0,0,0,0,0
"1174",0,1,-1,1,1,1,1,1,0,1,1,0
"1175",0,0,0,-1,0,-1,-1,-1,0,0,0,1
"1176",0,0,0,-1,0,-1,1,0,-1,0,0,0
"1177",0,1,-1,-1,0,0,0,-1,-1,0,1,0
"1178",1,0,0,-1,0,0,-1,0,1,0,0,0
"1179",1,0,1,1,0,0,1,0,0,0,-1,0
"1180",0,0,0,-1,-1,-1,1,0,-1,-1,-1,0
"1181",0,1,0,1,0,1,-1,0,0,0,0,0
"1182",0,0,0,1,1,0,0,0,0,1,0,0
"1183",0,-1,0,-1,0,-1,-1,-1,-1,0,0,0
"1184",0,0,0,-1,0,0,0,1,0,0,0,0
"1185",-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
"1186",0,0,0,-1,0,-1,-1,0,-1,-1,0,0
"1187",-1,0,1,-1,0,0,0,1,-1,0,0,0
"1188",-1,-1,0,-1,-1,0,-1,-1,0,0,-1,0
"1189",0,-1,0,-1,0,1,-1,1,1,1,1,0
"1190",1,0,0,1,1,0,0,1,0,1,0,0
"1191",0,0,0,-1,0,1,-1,0,1,0,0,0
"1192",0,1,0,1,0,1,1,1,1,0,1,0
"1193",0,1,0,-1,1,-1,0,1,1,0,0,0
"1194",0,1,0,-1,0,0,1,-1,0,-1,-1,0
"1195",0,1,0,1,1,1,-1,0,0,0,1,1
"1196",0,1,0,1,0,0,-1,-1,-1,-1,-1,0
"1197",-1,0,0,1,-1,0,-1,-1,-1,0,0,0
"1198",0,0,0,1,0,0,0,0,1,0,0,0
"1199",0,0,0,-1,0,-1,-1,0,-1,0,0,0
"1200",0,0,1,-1,-1,0,-1,0,-1,0,0,-1
"1201",-1,0,0,-1,-1,-1,0,-1,-1,0,-1,0
"1202",0,0,0,-1,1,1,1,0,-1,1,1,0
"1203",0,0,0,1,0,0,0,1,1,0,0,0
"1204",-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0
"1205",0,0,0,-1,0,-1,-1,1,-1,0,0,0
"1206",1,1,-1,-1,0,0,-1,-1,0,-1,0,0
"1207",-1,-1,0,-1,-1,0,-1,0,-1,0,0,0
"1208",0,0,0,1,-1,0,-1,-1,0,1,0,0
"1209",0,0,1,1,1,1,1,1,1,1,1,1
"1210",0,0,0,-1,1,0,1,1,1,1,1,1
"1211",0,0,0,1,0,1,0,-1,-1,-1,-1,0
"1212",0,0,0,-1,0,0,-1,-1,1,1,0,0
"1213",1,0,1,1,0,0,0,-1,0,1,0,0
"1214",1,0,-1,1,1,0,0,0,0,0,1,0
"1215",0,0,0,1,0,1,1,1,1,1,1,1
"1216",1,1,0,-1,1,1,1,1,-1,1,1,1
"1217",0,0,1,0,0,0,0,0,-1,1,-1,0
"1218",0,-1,0,-1,0,0,-1,0,-1,0,0,0
"1219",0,0,0,1,0,0,-1,-1,-1,1,0,0
"1220",0,1,1,0,0,0,-1,-1,-1,0,0,-1
"1221",0,0,0,1,1,1,0,1,-1,1,0,0
"1222",1,0,0,1,0,1,0,1,1,0,0,0
"1223",0,0,0,1,0,0,1,0,0,0,-1,0
"1224",-1,0,-1,-1,0,-1,0,-1,-1,0,0,0
"1225",0,0,0,1,0,0,-1,0,1,1,0,0
"1226",0,0,-1,-1,0,-1,1,-1,-1,0,0,0
"1227",-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0
"1228",0,1,0,1,0,0,1,-1,0,0,1,0
"1229",0,0,1,1,0,1,-1,1,0,0,0,0
"1230",0,0,0,0,0,0,0,0,0,1,0,0
"1231",0,0,0,-1,0,0,0,0,1,0,0,0
"1232",0,0,0,0,0,0,-1,0,0,-1,0,0
"1233",0,0,0,-1,0,0,-1,-1,1,0,0,0
"1234",0,1,1,1,1,1,1,1,1,1,1,1
"1235",0,0,0,1,0,0,0,0,1,-1,0,0
"1236",0,0,0,1,0,-1,0,-1,-1,0,0,0
"1237",0,0,0,-1,0,0,0,1,-1,0,1,0
"1238",-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0
"1239",0,1,0,0,0,0,1,1,1,0,0,0
"1240",1,1,0,1,0,0,0,0,0,0,0,-1
"1241",-1,0,0,-1,0,0,0,-1,-1,0,0,-1
"1242",0,0,0,1,0,0,1,0,0,1,1,0
"1243",0,0,0,-1,1,0,1,-1,0,0,0,1
"1244",0,0,1,-1,0,1,0,-1,1,1,0,0
"1245",-1,0,0,-1,0,1,1,0,1,0,0,-1
"1246",0,0,0,1,0,-1,-1,1,-1,0,0,0
"1247",-1,0,0,0,0,0,-1,-1,-1,0,0,0
"1248",0,0,0,1,1,1,1,0,1,1,1,1
"1249",0,0,0,1,1,1,1,0,1,0,-1,0
"1250",0,0,0,1,-1,0,1,0,0,0,0,0
"1251",1,0,0,-1,0,-1,0,1,1,-1,0,0
"1252",1,0,0,1,0,1,0,0,1,1,0,0
"1253",0,0,0,-1,0,0,0,0,1,0,0,0
"1254",0,0,0,-1,0,0,0,1,-1,-1,0,0
"1255",0,0,-1,1,0,0,-1,0,0,0,0,0
"1256",0,0,0,1,-1,-1,-1,0,-1,-1,-1,0
"1257",-1,-1,0,1,-1,0,-1,0,0,-1,-1,-1
"1258",0,0,0,1,-1,0,1,-1,0,-1,-1,0
"1259",0,0,0,1,0,0,1,1,0,1,0,0
"1260",1,-1,0,1,-1,-1,0,1,0,0,-1,-1
"1261",0,0,0,1,0,0,1,1,0,-1,0,0
"1262",0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0
"1263",0,1,0,-1,0,0,1,0,0,1,0,0
"1264",0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1
"1265",1,1,1,1,0,0,1,1,0,0,1,0
"1266",0,1,0,1,0,1,0,0,0,0,0,0
"1267",0,0,0,-1,0,-1,-1,0,-1,-1,-1,0
"1268",-1,0,0,-1,-1,-1,-1,1,0,-1,-1,-1
"1269",-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
"1270",-1,0,1,1,1,0,-1,-1,-1,-1,0,-1
"1271",0,1,0,1,1,0,0,1,1,1,1,0
"1272",0,0,0,0,0,0,1,-1,0,0,0,0
"1273",1,-1,0,-1,0,0,0,1,0,-1,0,0
"1274",0,0,0,-1,0,-1,-1,1,-1,0,0,0
"1275",1,1,1,1,1,1,1,0,-1,1,1,0
"1276",0,0,-1,1,1,1,1,1,-1,1,1,0
"1277",0,0,0,1,-1,0,0,-1,1,0,0,0
"1278",-1,0,0,-1,0,-1,0,0,0,0,0,0
"1279",0,1,1,1,0,0,0,1,1,0,0,0
"1280",0,1,0,1,0,1,1,1,1,0,0,0
"1281",0,0,-1,0,-1,0,0,-1,1,0,0,0
"1282",0,-1,-1,1,0,-1,-1,-1,-1,0,-1,0
"1283",0,0,0,1,0,0,0,0,0,1,0,0
"1284",0,0,0,1,0,0,1,1,0,0,0,1
"1285",0,0,1,-1,-1,0,0,-1,1,0,0,0
"1286",0,0,1,1,0,0,0,0,-1,0,0,0
"1287",0,0,-1,-1,0,-1,0,-1,-1,1,0,0
"1288",0,0,-1,-1,0,-1,0,1,0,0,-1,1
"1289",0,-1,0,-1,0,-1,-1,0,1,-1,0,1
"1290",0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"1291",0,0,1,1,0,1,0,1,-1,1,0,0
"1292",0,-1,0,-1,0,0,0,0,0,1,1,0
"1293",0,-1,0,1,0,0,1,0,1,1,0,0
"1294",0,0,0,-1,-1,0,0,-1,-1,0,0,0
"1295",0,1,0,-1,1,0,1,0,1,1,0,0
"1296",0,0,0,-1,0,0,0,1,0,0,0,0
"1297",0,0,0,-1,0,-1,0,0,0,0,0,1
"1298",0,1,1,1,0,0,1,0,1,1,1,0
"1299",0,0,0,1,0,0,1,1,1,-1,0,1
"1300",0,-1,-1,1,-1,0,-1,1,-1,0,0,0
"1301",0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
"1302",0,0,0,1,0,0,0,1,0,1,0,0
"1303",0,-1,0,-1,-1,0,-1,-1,-1,0,0,0
"1304",0,1,1,-1,0,1,-1,1,0,-1,1,0
"1305",0,1,-1,-1,0,0,-1,-1,-1,0,-1,0
"1306",0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1
"1307",0,-1,-1,-1,0,0,0,0,0,0,0,1
"1308",0,-1,0,-1,0,0,0,0,0,0,0,0
"1309",0,0,0,-1,0,-1,-1,-1,0,0,1,0
"1310",0,-1,0,-1,-1,-1,0,-1,-1,-1,0,1
"1311",0,0,0,1,-1,0,1,0,1,-1,0,0
"1312",0,0,0,-1,0,0,0,-1,0,0,0,0
"1313",0,1,0,1,1,0,0,0,0,0,0,0
"1314",0,-1,-1,1,0,0,-1,1,-1,-1,-1,0
"1315",1,1,1,-1,1,1,1,0,1,1,1,1
"1316",0,1,-1,-1,0,0,-1,-1,0,0,0,0
"1317",0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1
"1318",1,0,0,1,0,0,0,1,-1,0,0,0
"1319",0,0,0,-1,0,0,1,0,1,0,1,0
"1320",0,0,0,0,0,1,0,1,0,1,0,0
"1321",0,0,0,-1,0,0,1,1,0,0,1,0
"1322",0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1
"1323",0,-1,-1,1,0,0,0,-1,0,0,0,1
"1324",0,0,0,1,1,1,-1,0,1,1,0,0
"1325",0,-1,0,-1,0,-1,1,-1,1,-1,-1,-1
"1326",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1
"1327",-1,-1,-1,-1,0,0,1,1,1,-1,-1,-1
"1328",0,-1,0,1,0,1,1,-1,0,0,0,0
"1329",0,0,0,1,0,-1,1,-1,0,1,0,1
"1330",0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0
"1331",0,1,0,1,0,0,1,1,1,1,1,1
"1332",0,-1,0,-1,-1,0,0,-1,0,0,0,-1
"1333",0,0,0,1,1,1,0,0,-1,1,0,1
"1334",-1,-1,-1,-1,1,0,0,1,0,-1,-1,-1
"1335",-1,0,0,1,1,1,0,1,0,0,0,0
"1336",0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0
"1337",0,1,-1,-1,1,1,1,1,1,1,1,0
"1338",0,0,0,1,0,1,1,-1,1,0,1,0
"1339",0,0,0,-1,0,0,1,0,0,0,1,-1
"1340",0,1,0,1,1,1,1,1,1,1,1,1
"1341",0,0,0,-1,0,-1,0,0,0,0,0,0
"1342",0,0,-1,1,0,-1,0,-1,-1,0,0,0
"1343",0,0,1,1,0,0,-1,0,1,0,0,0
"1344",0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1
"1345",0,-1,0,-1,0,0,0,1,0,1,0,0
"1346",0,0,0,-1,0,-1,1,-1,0,-1,0,-1
"1347",0,0,0,-1,0,0,-1,-1,1,0,-1,-1
"1348",0,0,0,1,1,1,1,1,1,1,1,1
"1349",0,0,0,1,0,0,0,0,0,1,0,0
"1350",0,0,1,-1,1,1,1,1,1,1,1,1
"1351",0,1,1,-1,0,0,-1,1,1,0,0,0
"1352",0,0,0,1,0,0,-1,-1,0,0,0,0
